stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio
35633B,BLUE TINSEL GARLAND,12,130,24.7,0.19
35637A,IVORY STRING CURTAIN WITH POLE,53,551,1445.05,6.17
35637C,PINK STRING CURTAIN WITH POLE,19,100,331.14,6.51
35638A,PINK AND BLACK STRING CURTAIN,6,39,88.05,3.95
35638B,PINK BLUE STRING CURTAIN,11,118,313.29,6.6
35644,PAIR PINK BLACK COATHANGERS,8,21,40.95,1.95
35645,VINTAGE BEAD PINK JEWEL BOX,34,61,301.81,5.5
35646,VINTAGE BEAD PINK EVENING BAG,106,642,1043.44,2.32
35647,VINTAGE BEAD PINK SHADE,75,563,748.24,1.77
35648,VINTAGE BEAD PINK PURSE,146,1041,1270.93,1.77
35649,VINTAGE BEAD COSMETIC BAG,54,1826,1362.9,3.06
35650,VINTAGE BEAD PINK JEWEL STAND,3,3,14.85,4.95
35651,VINTAGE BEAD PINK SCARF,64,459,1057.62,3.42
35652,VINTAGE BEAD CHAISE LONG JEWEL BOX,2,18,21.5,3.62
35653,VINTAGE BEAD NOTEBOOK,113,311,982.53,3.71
35654,VINTAGE BEAD FILLED PINK CUSHION,5,12,59.4,4.95
35751C,PURPLE CURRENT CANDLE RING,2,31,12.61,0.47
35751D,PINK CURRENT CANDLE RING,1,28,5.32,0.19
35793,S 3 PUPPIES CHRISTMAS DECORATIONS,16,108,216.33,3.78
35809A,ENAMEL PINK TEA CONTAINER,188,1147,1708.32,2.57
35809B,ENAMEL BLUE RIM TEA CONTAINER,33,104,227.54,2.57
35810A,ENAMEL PINK COFFEE CONTAINER,172,1205,1604.74,2.35
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,68,325,517.71,2.28
35811A,ENAMEL PINK SUGAR CONTAINER,84,434,762.97,2.91
35815B,ACRYLIC JEWEL SNOWFLAKE BLUE,3,95,43.94,1.69
35815P,ACRYLIC JEWEL SNOWFLAKE PINK,7,168,75.88,1.12
35816B,ACRYLIC JEWEL ANGEL BLUE,3,139,58.07,1.4
35816P,ACRYLIC JEWEL ANGEL PINK,9,297,137.43,1.14
35817B,ACRYLIC JEWEL SNOWFLAKE BLUE,3,143,61.3,2.7
35817P,ACRYLIC JEWEL SNOWFLAKE PINK,11,420,216.7,1.59
35818B,ACRYLIC JEWEL ICICLE BLUE,11,408,180.05,1.15
35818C,ACRYLIC JEWEL ICICLE CLEAR,1,1,3.43,3.43
35818P,ACRYLIC JEWEL ICICLE PINK,25,559,242.15,0.97
35819B,ACRYLIC HANGING JEWEL BLUE,35,385,192.3,0.71
35819P,ACRYLIC HANGING JEWEL PINK,7,95,66.55,0.5
35821B,JEWELLED DECORATION BLUE,3,150,57.0,0.38
35821P,JEWELLED DECORATION PINK,2,2,5.9,2.95
35822B,ACRYLIC BEAD CHAIN BLUE,1,229,87.02,0.38
35822P,ACRYLIC BEAD CHAIN PINK,1,114,43.32,0.38
35823P,ACRYLIC BEAD GARLAND PINK,2,2,5.9,2.95
35824B,HANGING FLOWERS MIRROR BLUE,6,528,203.24,0.81
35824C,HANGING FLOWERS MIRROR CLEAR,8,235,117.05,0.94
35824P,HANGING FLOWERS MIRROR PINK,3,324,136.44,0.75
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,190,1737,5341.85,3.71
35833G,4 GOLD FLOCK CHRISTMAS BALLS,34,134,220.66,1.66
35833P,4 PINK FLOCK CHRISTMAS BALLS,64,185,342.17,2.34
35837,SET OF SIX SILVER RED FLOCK BAUBLES,1,2,1.7,0.85
35838A,S 6 MULTICOLOUR ORNAMENETAL CANDLE,20,180,184.4,1.18
35838B,S 6 SILVER ORNAMENETAL CANDLE,25,100,85.0,0.85
35840,FLAT GLASS BAUBLE WHITE FLOCK,11,45,107.13,3.76
35909A,RABBIT EASTER DECORATION,5,20,59.0,2.95
35909B,PINK FLOWERS RABBIT EASTER,7,16,47.2,2.95
35910A,MULTICOLOUR EASTER RABBIT,13,53,103.35,1.95
35910B,PINK FLOWERS RABBIT EASTER,8,29,61.07,2.52
35911A,MULTICOLOUR RABBIT EGG WARMER,97,388,466.69,1.51
35911B,PINK FLOWER RABBIT EGG WARMER,24,159,184.76,1.5
35912B,WHITE PINK CHICK DECORATION,30,288,355.58,1.85
35913B,WHITE PINK CHICK EASTER DECORATION,23,100,92.39,1.07
35914,PINK CHICK EGG WARMER EGG CUP,58,243,336.58,1.64
35915A,CREAM KNITTED HEN,1,288,365.76,1.27
35915B,BLUE KNITTED HEN,68,563,713.73,1.21
35915C,PEACH KNITTED HEN,82,662,793.32,1.35
35916A,YELLOW FELT HANGING HEART W FLOWER,44,129,112.04,1.02
35916B,BLUE FELT HANGING HEART WITH FLOWER,46,132,119.67,0.97
35916C,PINK FELT HANGING HEART W FLOWER,42,157,167.55,1.22
35918B,BLUE FLORIBUNDA EGG WARMER,5,10,12.5,1.25
35920,FOUR RABBIT EASTER DECORATIONS,24,1070,296.34,1.67
35921,EASTER BUNNY HANGING GARLAND,50,183,330.32,2.83
35922,EASTER BUNNY WREATH,36,97,575.99,7.11
35923,CANDY HEART HANGING DECORATION,113,1545,1023.77,1.27
35924,HANGING FAIRY CAKE DECORATION,192,2164,4049.4,2.76
35930,PINK HEART CHRISTMAS DECORATION,1,1,0.38,0.38
35931,PINK STAR CHRISTMAS DECORATION,15,156,78.12,0.48
35932,PINK CHRISTMAS TREE DECORATION,10,37,15.63,0.54
35933,PINK STOCKING CHRISTMAS DECORATION,28,319,131.38,0.7
35936,CERISE GOLD CHRISTMAS TREE DEC,9,36,13.68,0.38
35937,CERISE GOLD CHRISTMAS STOCKING DEC,17,188,71.44,0.38
35945,GOLD CHRISTMAS STOCKING DECORATION,1,1,1.95,1.95
35950,FOLKART HEART CHRISTMAS DECORATIONS,1,1,1.25,1.25
35951,FOLKART BAUBLE CHRISTMAS DECORATION,46,1352,717.99,1.19
35953,FOLKART STAR CHRISTMAS DECORATIONS,158,3868,2007.22,0.78
35954,SMALL FOLKART STAR CHRISTMAS DEC,112,2181,850.49,1.22
35955,SMALL FOLKART CHRISTMAS TREE DEC,5,135,34.62,0.37
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,148,3565,1254.9,1.24
35958,FOLKART ZINC STAR CHRISTMAS DEC,83,1131,984.63,0.97
35961,FOLKART ZINC HEART CHRISTMAS DEC,646,11430,9514.78,1.14
35962,12 ASS ZINC CHRISTMAS DECORATIONS,96,581,1351.78,2.82
35963,FOLKART ZINC CLIP ON ANGEL WINGS,13,101,38.38,0.38
35964,FOLKART CLIP ON STARS,134,1187,689.76,1.12
35965,FOLKART HEART NAPKIN RINGS,174,629,1423.63,3.3
35966,FOLKART CHRISTMAS TREE T LIGHT HOLD,26,255,111.34,0.68
35967,FOLK ART METAL STAR T LIGHT HOLDER,112,936,488.51,0.77
35968,FOLK ART METAL HEART T LIGHT HOLDER,76,761,363.34,0.7
35969,FOLKART CROWN TABLE DECORATIONS,76,523,542.47,1.92
35970,ZINC FOLKART SLEIGH BELLS,709,8375,15072.58,2.26
35971,ROSE FOLKART HEART DECORATIONS,225,1963,1947.74,1.79
35972,DAISY FOLKART HEART DECORATION,88,440,611.38,1.76
35973,GERANIUM FOLKART HEART DECORATION,17,49,61.25,1.25
35974,S 6 CHRISTMAS TREE PLACE SETTING,1,1,3.75,3.75
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,1,1,1.25,1.25
35979,SIX STRING SCANDINAVIAN HEART DECS,28,94,311.03,3.82
35980B,RED TOP SCANDINAVIAN HEART,2,4,1.52,0.38
35980C,REDWHITE STRIPE SCANDINAVIAN HEART,29,377,147.64,0.46
35981C,WHITE SNOW SCANDINAVIAN STOCKING,72,589,297.62,0.66
35991,SET 6 BLACK SNOWFLAKE T LIGHTS,56,402,232.08,0.87
35995,SET 6 BLACK GLITTER REINDEER CANDLE,5,5,3.78,0.76
35999,S 6 SCANDINAVIAN HEART T LIGHT,1,1,2.55,2.55
37112,YELLOW BIRDS FELT DES FOODCOVER,6,10,37.5,3.75
37326,FAIRY DESIGN MUGS,2,2,4.61,2.3
37327,ASSTD MULTICOLOUR CIRCLES MUG,91,1739,1051.69,1.64
37330,SPOTS MUG,28,517,927.46,2.31
37333,RETRO TEA FOR ONE,58,145,805.1,6.92
37340,MULTICOLOUR SPRING FLOWER MUG,205,13665,3881.33,3.35
37342,POLKADOT COFFEE CUP SAUCER PINK,132,1629,1731.4,2.1
37343,SPOTS DESIGN MUG W PINK INSIDE,104,1110,1759.04,2.08
37345,ASSTD HEARTS DESIGN MUGS,9,321,561.05,4.04
37348,SET OF 4 PASTEL STACKING MUGS,7,14,35.7,2.55
37351,ORANGE FLOWER MUG,11,5404,612.51,3.75
37352,BIRD IN TREE MUG,8,4643,504.55,1.11
37370,RETRO COFFEE MUGS ASSORTED,499,7145,10821.29,5.55
37379A,PINK CHERRY BLOSSOM CUP SAUCER,16,41,159.2,8.0
37379B,BLUE CHERRY BLOSSOM CUP SAUCER,3,1122,181.5,0.88
37399,ASS RETROSPOOF MUGS SPORTS,6,143,75.0,0.97
37408,ASSORTED DESIGN GEISHA GIRL MUGS,1,5,6.25,1.25
37409,ASSORTED DESIGN FLOWER MUGS,3,7,5.95,0.85
37410,BLACK AND WHITE PAISLEY FLOWER MUG,33,25707,3288.65,7.56
37413,ICON MUG REVOLUTIONARY,83,703,284.49,0.41
37422,WHITE WITH BLACK CATS BOWL,73,434,292.08,1.35
37423,WHITE WITH BLACK CATS PLATE,70,6168,843.88,1.33
37424,WHITE WITH BLACK CATS MUG,108,5249,1134.68,1.28
37432,MUG PINK AND PURPLE ARABIC DESIGN,1,6,3.9,0.65
37438,FUNKY FLOWER COFFEE POT,1,1,3.75,3.75
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,54,700,1639.8,5.04
37444A,YELLOW BREAKFAST CUP AND SAUCER,43,2709,563.43,3.2
37444B,BLUE BREAKFAST CUP AND SAUCER,28,2010,409.6,3.82
37444C,PINK BREAKFAST CUP AND SAUCER,54,1654,673.72,4.63
37446,MINI CAKE STAND WITH HANGING CAKES,415,3691,5332.25,1.88
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,366,2891,4540.85,1.99
37448,CERAMIC CAKE DESIGN SPOTTED MUG,544,4549,6827.21,1.8
37449,CERAMIC CAKE STAND HANGING CAKES,478,2382,22333.3,11.18
37450,CERAMIC CAKE BOWL HANGING CAKES,398,2444,7023.14,3.45
37451,CERAMIC CAKE TEAPOT WITH CHERRY,1,1,4.95,4.95
37461,FUNKY MONKEY MUG,96,742,778.64,1.61
37462B,PET MUG BUDGIE,32,170,87.28,0.75
37462E,PET MUG GOLDFISH,28,107,47.12,0.65
37464,ROBOT MUG IN DISPLAY BOX,83,316,431.18,1.77
37467,PIG MUG IN TWO COLOUR DESIGNS,64,273,328.51,2.59
37468,HARDMAN MUG 3 ASSORTED,14,65,39.81,1.42
37471,MULTICOLOUR DOTS PLATE,10,1405,197.85,3.66
37474,SET 4 2 TONE EGG SHAPE MIXING BOWLS,45,63,651.05,10.81
37475,SET 4 COLOURFUL MIXING BOWLS,72,116,1160.56,10.57
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,78,209,2010.6,11.16
37477B,FLOWER FAIRY MUG COASTER LAVENDER,9,11,41.25,3.75
37477C,FLOWER FAIRY MUG COASTER ROSE,1,6,22.5,3.75
37479B,CUBIC MUG FLOCK BLUE ON BROWN,32,1253,1095.85,3.11
37479P,CUBIC MUG FLOCK PINK ON BROWN,35,170,160.08,2.25
37481,CUBIC MUG TEATIME CAKES,1,6,15.3,2.55
37482B,CUBIC MUG BLUE POLKA DOT,10,1252,1145.26,6.41
37482P,CUBIC MUG PINK POLKADOT,86,669,941.01,4.35
37483,ENGLISH ROSE MUG IN GIFT BOX,12,143,232.89,2.46
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,1,1,6.75,6.75
37485,ENGLISH ROSE TEA SET IN GIFT BOX,16,49,207.69,4.6
37487B,YELLOW ORANGE FLOWER DESIGN PLATE,2,68,19.72,0.29
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,5,31,19.77,1.41
37489A,YELLOW PINK FLOWER DESIGN BIG MUG,24,46,46.56,1.23
37489B,BLUE YELLOW FLOWER DESIGN BIG MUG,17,38,30.42,1.03
37489C,GREEN BLUE FLOWER DESIGN BIG MUG,12,27,26.06,1.55
37489D,PINK GREEN FLOWER DESIGN BIG MUG,21,46,28.86,0.76
37491A,YELLOW PINK CERAMIC CANDLE HOLDER,13,18,48.3,2.69
37491B,BLUE YELLOW CERAMIC CANDLE HOLDER,8,14,30.08,2.3
37491C,GREEN BLUE CERAMIC CANDLE HOLDER,10,58,167.52,2.16
37491D,PURPLE BLUE CERAMIC CANDLE HOLDER,13,26,63.28,2.7
37492A,YELLOW RED FLOWER PIGGY BANK,11,108,216.07,4.27
37492B,BLUE YELLOW FLOWER PIGGY BANK,44,489,946.72,3.67
37492C,GREEN BLUE FLOWER PIGGY BANK,25,242,477.3,3.81
37492D,PURPLE GREEN FLOWER PIGGY BANK,26,361,682.99,4.2
37494A,FAIRY CAKE CERAMIC BUTTER DISH,54,241,817.6,4.56
37495,FAIRY CAKE BIRTHDAY CANDLE SET,331,1560,5732.6,4.15
37500,TEA TIME TEAPOT IN GIFT BOX,264,881,6787.46,9.15
37501,TEA TIME TEA SET IN GIFT BOX,177,481,3401.15,7.3
37502,TEA TIME MUG IN GIFT BOX,173,868,2599.79,3.31
37503,TEA TIME CAKE STAND IN GIFT BOX,523,2465,25428.33,11.72
37506,NEW ENGLAND MILK JUG W GIFT BOX,26,32,190.4,5.95
37508,NEW ENGLAND CERAMIC CAKE SERVER,46,89,229.57,2.61
37509,NEW ENGLAND MUG W GIFT BOX,14,28,71.4,2.55
40001,WHITE BAMBOO RIBS LAMPSHADE,121,2484,1911.65,1.06
40002,WHITE BAMBOO RIBS LAMPSHADE,1,78,66.3,0.85
40003,WHITE BAMBOO RIBS LAMPSHADE,60,1150,1257.02,1.52
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,13,33,28.05,0.85
40016,CHINESE DRAGON PAPER LANTERNS,245,15435,5487.31,1.9
40018E,TEA TIME PAPER LANTERNS,81,384,837.02,2.85
40018F,CHERRY DESIGN PAPERLANTERNS,119,1092,2100.33,2.28
40046A,RED DAISY PAPER LAMPSHADE,62,355,472.07,1.8
40046C,PINK BUTTERFLY PAPER LAMPSHADE,3,3,3.75,1.25
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,13,40,16.8,0.42
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,18,68,28.56,0.42
44091A,BLUE CRUSOE CHECK LAMPSHADE,6,18,7.56,0.42
44091C,MULTICOLOUR CRUSOE CHECK LAMPSHADE,17,61,30.66,0.57
44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,6,15,12.75,0.85
44092C,PURPLE COPPER HANGING LAMPSHADE,10,23,19.55,0.85
44217M,MULTICOLOUR FEATHERS CURTAIN,3,72,236.4,3.62
44228,CANNABIS LEAF BEAD CURTAIN,3,48,40.8,0.85
44230,SQUARE MIRROR CURTAIN,53,347,3381.62,9.16
44234,ASSORTED CIRCULAR MOBILE,61,1213,260.39,0.38
44235,ASS COL CIRCLE MOBILE,24,816,303.84,0.42
44236,PINK PURPLE CIRCLE CURTAIN,13,64,112.32,2.87
44241C,BLUE BUTTERFLY ON SPRING,8,70,59.5,0.85
44242A,LILAC FEATHERS CURTAIN,2,14,11.98,1.02
44242B,PINK FEATHERS CURTAIN,9,109,121.53,1.15
44265,M COLOUR POM POM CURTAIN,4,8,34.0,4.25
45008C,DECORATIVE NET CANOPY CREAM,34,83,792.07,12.16
45013,FOLDING SHOE TIDY,8,48,132.0,2.9
45014,FOLDING SHIRT TIDY,1,1,4.65,4.65
45016,DECORATIVE NET CANOPY LEOPARD,26,101,423.73,5.95
46000M,POLYESTER FILLER PAD 45X45CM,354,2517,3901.35,1.55
46000P,POLYESTER FILLER PAD 65CMX65CM,49,213,905.25,4.25
46000R,POLYESTER FILLER PAD 45X30CM,61,243,352.35,1.45
46000S,POLYESTER FILLER PAD 40X40CM,380,3471,5032.95,1.45
46000U,POLYESTER FILLER PAD 30CMX30CM,51,251,313.75,1.25
46037A,PINK CANVAS DES CUSHION COVER,2,6,7.5,1.25
46115B,GREEN POP ART MAO CUSHION COVER,22,286,54.34,0.19
46118,FUNKY MONKEY CUSHION COVER,73,373,513.58,3.03
46126A,ELVIS WALLHANGING CURTAIN,48,317,419.99,1.59
46137D,GREEN CHENILLE SHAGGY RUG,4,45,132.75,2.95
46138B,BLUE CHENILLE SHAGGY CUSHION COVER,25,71,156.29,2.68
46138D,GREEN CHENILLE SHAGGY C COVER,1,1,1.95,1.95
46307,ROSES BLUE BASE CUSHION COVER,33,51,246.03,5.26
46775A,BUBBLE GUM CHUNKY KNITTED THROW,32,83,1044.23,14.04
46775B,BERRIES CHUNKY KNITTED THROW,4,5,84.75,16.95
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,95,153,1938.19,12.67
46775E,CANDY POP CHUNKY KNITTED THROW,51,101,1282.9,13.27
46776A,WOVEN BUBBLE GUM CUSHION COVER,122,411,1303.88,4.36
46776B,WOVEN BERRIES CUSHION COVER,154,429,1373.36,4.26
46776C,WOVEN FROST CUSHION COVER,97,258,905.1,4.32
46776D,WOVEN SUNSET CUSHION COVER,76,153,658.07,4.28
46776E,WOVEN CANDY CUSHION COVER,78,206,666.23,4.19
46776F,WOVEN ROSE GARDEN CUSHION COVER,158,494,1704.64,4.21
47013A,WINE BOTTLE DRESSING LT BLUE,25,141,39.87,0.28
47013C,WINE BOTTLE DRESSING DARK BLUE,28,147,40.52,0.35
47016,LIGHT DECORATION BATTERY OPERATED,5,31,65.1,2.1
47021G,SET 6 BEAD COASTERS GAUZE BAG GOLD,71,713,541.96,2.2
47310M,SMALL POP BOX FUNKY MONKEY,173,746,1004.94,1.66
47341A,FUSCHIA TABLE RUN FLOWER,7,29,46.25,2.32
47341B,BLUE TABLE RUN FLOWER,14,48,67.5,1.79
47343A,FUSCHIA FLOWER PURSE WITH BEADS,24,200,206.26,1.19
47344B,BLUE FLOWER DES PURSE,10,54,56.16,1.08
47347B,BLUE FLOWER T LIGHT HOLDER,11,240,179.88,1.64
47348A,FUSCHIA VOILE POINTY SHOE DEC,16,103,62.01,0.78
47351B,BLUE VOILE LAMPSHADE,14,98,269.9,2.92
47367B,PAIR PADDED HANGERS PINK CHECK,96,242,834.95,3.53
47369A,PINK GREEN EMBROIDERY COSMETIC BAG,25,48,140.4,3.05
47369B,BLUE GREEN EMBROIDERY COSMETIC BAG,29,54,153.18,3.19
47420,ASSORTED COLOUR SUCTION CUP HOOK,32,358,68.02,0.19
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,81,1463,572.7,0.41
47422,ASSORTED MONKEY SUCTION CUP HOOK,71,1177,458.34,0.41
47469,ASSORTED SHAPES PHOTO CLIP SILVER,36,1220,594.28,0.63
47471,RAINBOW PEGS PHOTO CLIP STRING,63,428,295.72,0.96
47480,HANGING PHOTO CLIP ROPE LADDER,150,1638,2713.98,2.29
47481,50CM METAL STRING WITH 7 CLIPS,44,326,265.4,1.11
47502,POLKADOT CUTLERY 24 PCS IN TRAY,79,640,6855.75,14.81
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,200,2853,1405.51,0.63
47503E,ASS FLORAL PRINT SCISSORS,25,6842,1186.9,1.21
47503F,ASS FLORAL PRINT TORCH,11,2567,729.95,1.52
47503G,ASS FLORAL PRINT TAPE MEASURE,36,284,367.36,1.57
47503H,ASS FLORAL PRINT SPIRIT LEVEL,63,160,246.12,1.92
47503J,SET 3 FLORAL GARDEN TOOLS IN BAG,75,344,2719.38,10.97
47503K,ASSORTED FLORAL SECATEURS,43,3177,1389.44,2.26
47504E,ENGLISH ROSE SCISSORS,48,4387,931.86,1.85
47504F,ENGLISH ROSE TORCH,14,527,196.46,1.67
47504G,ENGLISH ROSE TAPE MEASURE,57,266,366.81,1.93
47504H,ENGLISH ROSE SPIRIT LEVEL,140,1028,1113.07,2.13
47504J,ENGLISH ROSE SET 3 GARDEN TOOLS,4,5,67.25,14.82
47504K,ENGLISH ROSE GARDEN SECATEURS,317,2654,3096.08,1.87
47505,MINATURE COLOURED GARDENING SET,180,737,3527.42,5.33
47518F,ICON PLACEMAT POP ART ELVIS,43,912,190.89,1.2
47552A,DOTS IRONING BOARD COVER,11,12,23.4,1.95
47554,S 3 COLOURS FLOCK TEA TOWELS,1,1,2.55,2.55
47556,SET 2 SPOTTY ROSE TEA TOWELS,1,1,2.55,2.55
47556B,TEA TIME TEA TOWELS,456,5205,13714.66,3.22
47559B,TEA TIME OVEN GLOVE,755,5270,6823.15,1.52
47562,ENGLISH ROSE IRONING BOARD COVER,42,104,390.0,3.75
47563A,RETRO LONGBOARD IRONING BOARD COVER,151,343,836.62,3.34
47563B,WAVELINE SURF IRONING BOARD COVER,6,8,30.0,3.75
47566,PARTY BUNTING,2705,28200,148318.28,5.72
47566B,TEA TIME PARTY BUNTING,881,6013,27564.75,5.68
47567B,TEA TIME KITCHEN APRON,355,2169,11721.99,6.27
47568,ENGLISH ROSE DESIGN PEG BAG,411,2384,4983.02,2.54
47569,ENGLISH ROSE DESIGN SHOPPING BAG,1,1,2.55,2.55
47570,ENGLISH ROSE TABLE CLOTH,79,220,2373.01,12.24
47570B,TEA TIME TABLE CLOTH,234,981,9791.67,12.13
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,130,573,792.73,2.3
47574B,ENGLISH ROSE SCENTED HANGING HEART,28,49,208.25,4.25
47578A,ENGLISH ROSE SMALL SCENTED FLOWER,74,307,279.88,1.05
47579,TEA TIME BREAKFAST BASKET,56,185,420.87,2.56
47580,TEA TIME DES TEA COSY,347,1662,4298.6,3.13
47581B,FAIRY CAKE WICKER PICNIC BASKET,36,46,753.77,16.32
47583A,SET OF 3 WICKER BASKET ROSE,6,71,612.82,26.3
47583B,SET OF 3 WICKER BASKET TEA AND CAKE,6,27,332.6,21.96
47585A,PINK FAIRY CAKE CUSHION COVER,148,1084,2612.88,4.46
47586A,PINK FAIRY CAKE CUSHION COVER,29,200,270.43,2.32
47587A,PINK FAIRY CAKE COASTER,26,2706,1099.88,1.23
47589,CONGRATULATIONS BUNTING,77,183,1008.73,5.6
47590A,BLUE HAPPY BIRTHDAY BUNTING,691,4753,24185.03,5.8
47590B,PINK HAPPY BIRTHDAY BUNTING,888,5751,29504.36,5.79
47591A,CAROUSEL DES CHILD S APRON,70,163,269.54,1.65
47591B,SCOTTIES CHILDRENS APRON,286,1062,1729.65,1.7
47591C,BLUE FAIRY CAKE CHILD S APRON,162,1055,2029.27,2.13
47591D,PINK FAIRY CAKE CHILDRENS APRON,1222,9643,18716.67,2.28
47592A,CAROUSEL DES CHILD S OVERALL,101,331,637.37,1.84
47592B,SCOTTIES DESIGN CHILD S OVERALL,29,67,131.9,1.93
47593A,CAROUSEL DESIGN BABY BIB,100,304,309.18,0.96
47593B,SCOTTIE DOGS BABY BIB,362,2347,1325.97,0.79
47594A,CAROUSEL DESIGN WASHBAG,106,345,682.51,2.1
47594B,SCOTTIES DESIGN WASHBAG,122,408,808.39,2.15
47597,NEW ENGLAND TEATOWELS,126,322,644.88,1.96
47598,NEW ENGLAND EGG WARMER,32,138,89.12,0.76
47599A,PINK PARTY BAGS,373,5967,11180.57,2.29
47599B,BLUE PARTY BAGS,289,3492,6662.54,2.22
48103,DOOR MAT KISS MY,10,35,201.73,7.05
48111,DOORMAT 3 SMILEY CATS,721,4248,25970.0,8.75
48116,DOORMAT MULTICOLOUR STRIPE,496,3452,20712.63,8.78
48129,DOORMAT TOPIARY,546,3127,19608.91,8.21
48138,DOORMAT UNION FLAG,1668,10077,67010.31,8.03
48173A,DOOR MAT BLUE FLOCK,1,1,6.75,6.75
48173C,DOORMAT BLACK FLOCK,538,4147,24256.47,8.44
48175,DOOR MAT CAMOUFLAGE,2,39,158.04,5.02
48179,DOOR MAT SWEET HOME,11,34,214.47,9.74
48184,DOORMAT ENGLISH ROSE,851,4715,31142.63,8.23
48185,DOORMAT FAIRY CAKE,988,6822,45723.84,9.18
48187,DOORMAT NEW ENGLAND,1284,7314,46405.4,8.07
48188,DOORMAT WELCOME PUPPIES,698,4872,28639.1,8.5
48189,DOOR MAT FRIENDSHIP,274,1321,8470.28,9.05
48194,DOORMAT HEARTS,1353,7726,48726.56,8.59
48195,DOOR MAT GREEN PAISLEY,87,269,1627.99,8.18
48197,DOOR MAT BIRD ON THE WIRE,225,898,5905.64,9.61
51008,AFGHAN SLIPPER SOCK PAIR,80,2604,8378.8,3.4
51012C,FEATHER DUSTER COAL BLACK,28,171,213.75,1.25
51012L,FEATHER DUSTER LIGHT PINK,6,10,12.5,1.25
51014A,FEATHER PEN HOT PINK,376,6671,4556.5,0.82
51014C,FEATHER PEN COAL BLACK,267,4269,2752.33,0.83
51014L,FEATHER PEN LIGHT PINK,227,3445,2222.35,0.78
51020A,SUMMER FUN DESIGN SHOWER CAP,50,1303,463.31,0.83
51020B,STRIPY DESIGN SHOWER CAP,60,1084,488.12,0.96
62018,SOMBRERO,127,9567,12450.85,1.8
62043B,BLUE CHECK BAG W HANDLE 34X20CM,10,54,75.16,1.24
62074B,ELEPHANT CLIP W SUCTION CUP,13,38,15.96,0.42
62086A,PINK RETRO BIG FLOWER BAG,24,113,220.35,1.95
62094B,TURQ ICE CREAM BUM BAG,67,305,677.99,3.94
62095B,TURQOISE ICE CREAM SUNHAT,21,292,310.83,1.56
62096A,PINK YELLOW FLOWERS HANDBAG,91,383,592.79,2.25
62096B,PURPLE TURQ FLOWERS HANDBAG,83,257,441.99,2.32
62097A,PINK STRIPES SHOULDER BAG,3,3,8.85,2.95
62097B,BLUE STRIPES SHOULDER BAG,4,11,13.37,1.36
70006,LOVE HEART POCKET WARMER,296,4438,4139.56,1.97
70007,HI TEC ALPINE HAND WARMER,207,1306,1684.58,2.12
71028B,SILVER BLUE EGG T LIGHT HOLDER,13,494,227.48,1.84
71038,WHITE HANGING BEADS CANDLE HOLDER,145,717,3789.25,5.41
71050,SMALL SINGLE FLAME CANDLE HOLDER,8,51,17.85,0.35
71053,WHITE METAL LANTERN,744,4769,18906.77,4.51
71101A,ANGEL ON KNEES METAL POLE 100CM H,1,6,5.1,0.85
71101E,STANDING FAIRY POLE SUPPORT,48,777,626.13,0.84
71143,SILVER BOOK MARK WITH BEADS,99,349,514.45,1.98
71215,METAL BASE FOR CANDLES,12,177,68.1,0.41
71270,PHOTO CLIP LINE,82,370,525.4,1.67
71279,PINK GLASS CANDLEHOLDER,79,293,972.11,3.88
71403,PINK WHITE KEEP CLEAN BULLET BIN,69,176,656.05,4.64
71406C,BLACK ORANGE SQUEEZER,35,210,89.92,0.47
71434B,BLACK RND BULLET KEEP CLEAN BIN,2,2,5.1,2.55
71459,HANGING JAM JAR T LIGHT HOLDER,1019,32989,26738.79,1.12
71477,COLOUR GLASS STAR T LIGHT HOLDER,824,15089,44680.75,3.74
71495A,CD WALL TIDY BLUE OFFICE,20,225,87.96,0.64
71495B,CD WALL TIDY RED FLOWERS,18,294,111.57,0.54
71496A,A4 WALL TIDY BLUE OFFICE,17,244,148.01,1.05
71496B,A4 WALL TIDY RED FLOWERS,6,15,8.67,0.59
71510,SQUARE METAL CANDLEHOLDER BASE,17,177,112.05,0.79
72008,FROSTED BOX 9 WHITE T LIGHT CANDLES,220,3819,1531.4,0.44
72023F,RED ORGANIC CANDLE IN GLASS,51,640,669.62,1.35
72024U,LILAC VOTIVE CANDLE,11,220,46.2,0.21
72038P,PRICE S CANDLE PEACH,9,1050,116.5,0.15
